index,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
119483,Germany,2020-12-01,-26.0,0.0,-10.0,-26.0,-16.0,9.0
119484,Germany,2020-12-02,-24.0,2.0,-4.0,-27.0,-14.0,9.0
119485,Germany,2020-12-03,-27.0,3.0,-13.0,-29.0,-14.0,9.0
119486,Germany,2020-12-04,-27.0,6.0,-10.0,-30.0,-15.0,10.0
119487,Germany,2020-12-05,-31.0,3.0,-1.0,-35.0,-11.0,8.0
119488,Germany,2020-12-06,-57.0,-9.0,-12.0,-42.0,-16.0,6.0
119489,Germany,2020-12-07,-23.0,-3.0,-10.0,-28.0,-16.0,8.0
119490,Germany,2020-12-08,-24.0,1.0,4.0,-27.0,-14.0,9.0
119491,Germany,2020-12-09,-25.0,-1.0,-7.0,-30.0,-15.0,9.0
119492,Germany,2020-12-10,-27.0,2.0,-11.0,-30.0,-16.0,9.0
119493,Germany,2020-12-11,-26.0,5.0,-15.0,-32.0,-17.0,10.0
119494,Germany,2020-12-12,-31.0,0.0,-15.0,-37.0,-12.0,8.0
119495,Germany,2020-12-13,-60.0,-17.0,-8.0,-44.0,-19.0,7.0
119496,Germany,2020-12-14,-2.0,13.0,-2.0,-29.0,-20.0,8.0
119497,Germany,2020-12-15,-6.0,14.0,-6.0,-28.0,-21.0,9.0
119498,Germany,2020-12-16,-52.0,-4.0,4.0,-42.0,-29.0,13.0
119499,Germany,2020-12-17,-53.0,-2.0,-10.0,-44.0,-31.0,14.0
119500,Germany,2020-12-18,-54.0,-2.0,0.0,-45.0,-32.0,15.0
119501,Germany,2020-12-19,-63.0,-11.0,9.0,-43.0,-21.0,10.0
119502,Germany,2020-12-20,-63.0,-23.0,-6.0,-47.0,-22.0,8.0
119503,Germany,2020-12-21,-46.0,12.0,-11.0,-48.0,-44.0,15.0
119504,Germany,2020-12-22,-47.0,18.0,-11.0,-48.0,-47.0,16.0
119505,Germany,2020-12-23,-47.0,25.0,-20.0,-50.0,-53.0,18.0
119506,Germany,2020-12-24,-74.0,-40.0,-32.0,-67.0,-79.0,23.0
119507,Germany,2020-12-25,-87.0,-94.0,-8.0,-74.0,-87.0,25.0
119508,Germany,2020-12-26,-86.0,-94.0,-8.0,-61.0,-53.0,12.0
119509,Germany,2020-12-27,-69.0,-37.0,-27.0,-53.0,-28.0,8.0
119510,Germany,2020-12-28,-53.0,-2.0,4.0,-56.0,-64.0,20.0
119511,Germany,2020-12-29,-54.0,2.0,11.0,-56.0,-64.0,21.0
119512,Germany,2020-12-30,-48.0,23.0,16.0,-53.0,-63.0,19.0
119513,Germany,2020-12-31,-69.0,-27.0,-2.0,-64.0,-78.0,24.0
119514,Germany,2021-01-01,-87.0,-94.0,-2.0,-75.0,-88.0,28.0
119515,Germany,2021-01-02,-69.0,-20.0,-3.0,-53.0,-31.0,12.0
119516,Germany,2021-01-03,-66.0,-34.0,-2.0,-49.0,-22.0,8.0
119517,Germany,2021-01-04,-55.0,-8.0,-17.0,-50.0,-42.0,16.0
119518,Germany,2021-01-05,-56.0,-5.0,-11.0,-50.0,-42.0,17.0
119519,Germany,2021-01-06,-64.0,-36.0,-4.0,-54.0,-51.0,19.0
119520,Germany,2021-01-07,-58.0,-10.0,-18.0,-50.0,-38.0,16.0
119521,Germany,2021-01-08,-60.0,-12.0,-21.0,-52.0,-37.0,17.0
119522,Germany,2021-01-09,-67.0,-15.0,-3.0,-50.0,-23.0,11.0
119523,Germany,2021-01-10,-61.0,-22.0,25.0,-45.0,-17.0,7.0
119524,Germany,2021-01-11,-55.0,-11.0,-16.0,-46.0,-29.0,13.0
119525,Germany,2021-01-12,-59.0,-15.0,-20.0,-47.0,-30.0,15.0
119526,Germany,2021-01-13,-57.0,-13.0,-14.0,-47.0,-30.0,13.0
119527,Germany,2021-01-14,-59.0,-14.0,-17.0,-47.0,-31.0,13.0
119528,Germany,2021-01-15,-59.0,-12.0,-19.0,-49.0,-33.0,14.0
119529,Germany,2021-01-16,-67.0,-16.0,-7.0,-52.0,-24.0,11.0
119530,Germany,2021-01-17,-65.0,-26.0,11.0,-50.0,-21.0,7.0
119531,Germany,2021-01-18,-56.0,-15.0,-19.0,-47.0,-32.0,12.0
119532,Germany,2021-01-19,-60.0,-17.0,-28.0,-49.0,-32.0,14.0
119533,Germany,2021-01-20,-56.0,-13.0,3.0,-46.0,-31.0,13.0
119534,Germany,2021-01-21,-57.0,-12.0,-7.0,-47.0,-31.0,13.0
119535,Germany,2021-01-22,-58.0,-11.0,-12.0,-49.0,-31.0,14.0
119536,Germany,2021-01-23,-65.0,-15.0,-7.0,-51.0,-22.0,11.0
119537,Germany,2021-01-24,-65.0,-27.0,-5.0,-51.0,-20.0,8.0
119538,Germany,2021-01-25,-56.0,-16.0,-7.0,-46.0,-32.0,12.0
119539,Germany,2021-01-26,-58.0,-16.0,-6.0,-47.0,-32.0,14.0
119540,Germany,2021-01-27,-57.0,-16.0,-9.0,-47.0,-31.0,14.0
119541,Germany,2021-01-28,-58.0,-13.0,-28.0,-48.0,-32.0,14.0
119542,Germany,2021-01-29,-57.0,-7.0,-23.0,-47.0,-32.0,15.0
211555,France,2020-02-15,-2.0,-1.0,23.0,12.0,-2.0,-1.0
211556,France,2020-02-16,6.0,2.0,9.0,7.0,-1.0,-1.0
211557,France,2020-02-17,1.0,2.0,16.0,-6.0,-15.0,4.0
211558,France,2020-02-18,5.0,2.0,36.0,-4.0,-14.0,3.0
211559,France,2020-02-19,-4.0,-3.0,18.0,-6.0,-12.0,2.0
211560,France,2020-02-20,-2.0,-1.0,29.0,-4.0,-15.0,3.0
211561,France,2020-02-21,-1.0,-2.0,28.0,0.0,-15.0,3.0
211562,France,2020-02-22,-6.0,-2.0,31.0,14.0,-5.0,-1.0
211563,France,2020-02-23,8.0,7.0,30.0,12.0,-1.0,-1.0
211564,France,2020-02-24,3.0,3.0,45.0,-1.0,-15.0,3.0
211565,France,2020-02-25,1.0,1.0,23.0,-3.0,-14.0,4.0
211566,France,2020-02-26,-5.0,-2.0,9.0,-5.0,-12.0,3.0
211567,France,2020-02-27,-5.0,-1.0,1.0,-5.0,-15.0,4.0
211568,France,2020-02-28,-1.0,1.0,15.0,0.0,-15.0,4.0
211569,France,2020-02-29,-7.0,1.0,-12.0,4.0,-5.0,1.0
211570,France,2020-03-01,1.0,4.0,-13.0,2.0,1.0,0.0
211571,France,2020-03-02,-6.0,3.0,-9.0,-4.0,-5.0,3.0
211572,France,2020-03-03,-1.0,5.0,8.0,-4.0,-4.0,2.0
211573,France,2020-03-04,-6.0,2.0,1.0,-6.0,-3.0,2.0
211574,France,2020-03-05,-8.0,0.0,-15.0,-6.0,-5.0,3.0
211575,France,2020-03-06,-2.0,2.0,-1.0,-1.0,-4.0,3.0
211576,France,2020-03-07,-4.0,1.0,7.0,1.0,0.0,1.0
211577,France,2020-03-08,0.0,2.0,-1.0,-2.0,-1.0,1.0
211578,France,2020-03-09,-5.0,2.0,2.0,-5.0,-1.0,2.0
211579,France,2020-03-10,-5.0,1.0,1.0,-6.0,-1.0,2.0
211580,France,2020-03-11,-6.0,2.0,17.0,-5.0,0.0,1.0
211581,France,2020-03-12,-8.0,5.0,5.0,-7.0,-1.0,1.0
211582,France,2020-03-13,-8.0,17.0,4.0,-8.0,-2.0,3.0
211583,France,2020-03-14,-21.0,1.0,-1.0,-16.0,-5.0,5.0
211584,France,2020-03-15,-38.0,23.0,15.0,-21.0,-9.0,3.0
211585,France,2020-03-16,-43.0,46.0,-15.0,-39.0,-36.0,13.0
211586,France,2020-03-17,-68.0,-15.0,-40.0,-61.0,-55.0,24.0
211587,France,2020-03-18,-83.0,-45.0,-53.0,-76.0,-67.0,29.0
211588,France,2020-03-19,-82.0,-41.0,-56.0,-78.0,-71.0,32.0
211589,France,2020-03-20,-83.0,-42.0,-66.0,-80.0,-71.0,36.0
211590,France,2020-03-21,-88.0,-54.0,-78.0,-82.0,-58.0,24.0
211591,France,2020-03-22,-86.0,-64.0,-80.0,-84.0,-55.0,18.0
211592,France,2020-03-23,-81.0,-41.0,-64.0,-82.0,-73.0,32.0
211593,France,2020-03-24,-83.0,-45.0,-65.0,-82.0,-74.0,34.0
211594,France,2020-03-25,-84.0,-48.0,-67.0,-83.0,-73.0,32.0
211595,France,2020-03-26,-84.0,-46.0,-67.0,-83.0,-74.0,34.0
211596,France,2020-03-27,-84.0,-46.0,-68.0,-84.0,-73.0,37.0
211597,France,2020-03-28,-87.0,-56.0,-76.0,-83.0,-59.0,25.0
211598,France,2020-03-29,-88.0,-72.0,-82.0,-87.0,-56.0,18.0
211599,France,2020-03-30,-84.0,-47.0,-66.0,-83.0,-74.0,33.0
211600,France,2020-03-31,-90.0,-38.0,-61.0,-82.0,-74.0,33.0
211601,France,2020-04-01,-90.0,-39.0,-62.0,-81.0,-71.0,31.0
211602,France,2020-04-02,-90.0,-36.0,-62.0,-82.0,-73.0,33.0
211603,France,2020-04-03,-86.0,-38.0,-66.0,-82.0,-72.0,37.0
211604,France,2020-04-04,-88.0,-45.0,-73.0,-80.0,-57.0,24.0
211605,France,2020-04-05,-85.0,-62.0,-73.0,-82.0,-53.0,17.0
211606,France,2020-04-06,-83.0,-37.0,-61.0,-81.0,-72.0,31.0
211607,France,2020-04-07,-82.0,-35.0,-61.0,-80.0,-72.0,32.0
211608,France,2020-04-08,-84.0,-37.0,-63.0,-80.0,-70.0,30.0
211609,France,2020-04-09,-83.0,-32.0,-61.0,-80.0,-71.0,32.0
211610,France,2020-04-10,-83.0,-34.0,-64.0,-81.0,-71.0,36.0
211611,France,2020-04-11,-86.0,-39.0,-74.0,-79.0,-55.0,23.0
211612,France,2020-04-12,-83.0,-58.0,-76.0,-82.0,-50.0,17.0
211613,France,2020-04-13,-91.0,-80.0,-68.0,-88.0,-89.0,38.0
211614,France,2020-04-14,-79.0,-22.0,-59.0,-78.0,-70.0,31.0
211615,France,2020-04-15,-82.0,-32.0,-59.0,-78.0,-68.0,29.0
211616,France,2020-04-16,-81.0,-31.0,-58.0,-78.0,-69.0,31.0
211617,France,2020-04-17,-81.0,-33.0,-62.0,-79.0,-68.0,35.0
211618,France,2020-04-18,-86.0,-46.0,-73.0,-78.0,-52.0,23.0
211619,France,2020-04-19,-85.0,-65.0,-77.0,-81.0,-49.0,17.0
211620,France,2020-04-20,-79.0,-40.0,-61.0,-78.0,-68.0,30.0
211621,France,2020-04-21,-79.0,-37.0,-59.0,-77.0,-68.0,31.0
211622,France,2020-04-22,-81.0,-38.0,-58.0,-76.0,-65.0,28.0
211623,France,2020-04-23,-79.0,-34.0,-55.0,-76.0,-67.0,30.0
211624,France,2020-04-24,-79.0,-35.0,-58.0,-77.0,-66.0,33.0
211625,France,2020-04-25,-84.0,-43.0,-70.0,-76.0,-49.0,22.0
211626,France,2020-04-26,-83.0,-58.0,-68.0,-77.0,-43.0,16.0
211627,France,2020-04-27,-76.0,-36.0,-56.0,-76.0,-65.0,28.0
211628,France,2020-04-28,-77.0,-34.0,-60.0,-76.0,-65.0,28.0
211629,France,2020-04-29,-77.0,-32.0,-59.0,-75.0,-62.0,27.0
211630,France,2020-04-30,-73.0,-16.0,-61.0,-75.0,-64.0,28.0
211631,France,2020-05-01,-91.0,-87.0,-71.0,-87.0,-88.0,42.0
211632,France,2020-05-02,-78.0,-26.0,-72.0,-73.0,-46.0,21.0
211633,France,2020-05-03,-81.0,-56.0,-67.0,-76.0,-39.0,16.0
211634,France,2020-05-04,-70.0,-24.0,-49.0,-72.0,-60.0,26.0
211635,France,2020-05-05,-70.0,-23.0,-52.0,-71.0,-60.0,27.0
211636,France,2020-05-06,-72.0,-23.0,-49.0,-69.0,-57.0,24.0
211637,France,2020-05-07,-69.0,-12.0,-48.0,-70.0,-58.0,25.0
211638,France,2020-05-08,-83.0,-58.0,-57.0,-80.0,-82.0,38.0
211639,France,2020-05-09,-76.0,-27.0,-66.0,-70.0,-39.0,19.0
211640,France,2020-05-10,-79.0,-50.0,-72.0,-74.0,-33.0,15.0
211641,France,2020-05-11,-46.0,-10.0,-34.0,-56.0,-48.0,19.0
211642,France,2020-05-12,-45.0,-5.0,-15.0,-51.0,-47.0,18.0
211643,France,2020-05-13,-51.0,-10.0,-31.0,-53.0,-45.0,17.0
211644,France,2020-05-14,-49.0,-7.0,-23.0,-53.0,-46.0,17.0
211645,France,2020-05-15,-48.0,-8.0,-17.0,-52.0,-45.0,19.0
211646,France,2020-05-16,-51.0,-12.0,-13.0,-43.0,-20.0,9.0
211647,France,2020-05-17,-55.0,-17.0,8.0,-48.0,-10.0,5.0
211648,France,2020-05-18,-39.0,-6.0,8.0,-48.0,-44.0,16.0
211649,France,2020-05-19,-40.0,-2.0,11.0,-47.0,-43.0,16.0
211650,France,2020-05-20,-36.0,9.0,20.0,-45.0,-42.0,12.0
211651,France,2020-05-21,-56.0,-36.0,66.0,-61.0,-78.0,22.0
211652,France,2020-05-22,-39.0,1.0,12.0,-54.0,-57.0,20.0
