index,country,canton,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
94498,Switzerland,FR,2020-08-04,-3.0,4.0,,-27.0,-46.0,8.0
94499,Switzerland,FR,2020-08-05,-12.0,-2.0,,-22.0,-45.0,4.0
94500,Switzerland,FR,2020-08-06,-12.0,-2.0,,-24.0,-46.0,4.0
94501,Switzerland,FR,2020-08-07,-18.0,-3.0,,-25.0,-46.0,5.0
94502,Switzerland,FR,2020-08-08,-24.0,-10.0,162.0,-8.0,-14.0,-3.0
94503,Switzerland,FR,2020-08-09,-8.0,,106.0,-6.0,-7.0,-5.0
94504,Switzerland,FR,2020-08-10,-9.0,0.0,,-27.0,-42.0,6.0
94505,Switzerland,FR,2020-08-11,-9.0,-2.0,,-24.0,-41.0,4.0
94506,Switzerland,FR,2020-08-12,-16.0,-3.0,,-24.0,-40.0,4.0
94507,Switzerland,FR,2020-08-13,-10.0,2.0,,-27.0,-41.0,7.0
94508,Switzerland,FR,2020-08-14,-12.0,9.0,133.0,-26.0,-40.0,6.0
94509,Switzerland,FR,2020-08-15,-46.0,-62.0,165.0,-5.0,-27.0,-1.0
94510,Switzerland,FR,2020-08-16,-4.0,,90.0,-3.0,-3.0,-3.0
94511,Switzerland,FR,2020-08-17,,,,-19.0,-30.0,5.0
94512,Switzerland,FR,2020-08-18,,,,-17.0,-27.0,4.0
94513,Switzerland,FR,2020-08-19,,,,-16.0,-27.0,3.0
94514,Switzerland,FR,2020-08-20,,,,-16.0,-29.0,2.0
94515,Switzerland,FR,2020-08-21,-16.0,-3.0,,-17.0,-28.0,3.0
94516,Switzerland,FR,2020-08-22,-17.0,-4.0,,-8.0,,1.0
94517,Switzerland,FR,2020-08-23,,,,,,-1.0
94518,Switzerland,FR,2020-08-24,,,,-15.0,-24.0,4.0
94519,Switzerland,FR,2020-08-25,,,,-10.0,-24.0,2.0
94520,Switzerland,FR,2020-08-26,,,,-12.0,-22.0,2.0
94521,Switzerland,FR,2020-08-27,,,,-3.0,-21.0,2.0
94522,Switzerland,FR,2020-08-28,-16.0,1.0,,-11.0,-19.0,4.0
94523,Switzerland,FR,2020-08-29,-17.0,0.0,,-6.0,,2.0
94524,Switzerland,FR,2020-08-30,,,,-23.0,,4.0
94525,Switzerland,FR,2020-08-31,,,,-5.0,-20.0,3.0
94526,Switzerland,FR,2020-09-01,,,,-1.0,-20.0,2.0
94527,Switzerland,FR,2020-09-02,,,,-5.0,-19.0,1.0
94528,Switzerland,FR,2020-09-03,,,,-3.0,-20.0,1.0
94529,Switzerland,FR,2020-09-04,-9.0,2.0,,-1.0,-18.0,0.0
94530,Switzerland,FR,2020-09-05,-13.0,-5.0,,6.0,,-2.0
94531,Switzerland,FR,2020-09-06,,,,,,1.0
94532,Switzerland,FR,2020-09-07,,,,-6.0,-20.0,2.0
94533,Switzerland,FR,2020-09-08,,,,3.0,-20.0,1.0
94534,Switzerland,FR,2020-09-09,,,,-4.0,-18.0,0.0
94535,Switzerland,FR,2020-09-10,,,,2.0,-19.0,0.0
94536,Switzerland,FR,2020-09-11,-11.0,4.0,126.0,2.0,-15.0,0.0
94537,Switzerland,FR,2020-09-12,-13.0,-4.0,136.0,10.0,-7.0,-2.0
94538,Switzerland,FR,2020-09-13,4.0,,111.0,16.0,-7.0,-4.0
94539,Switzerland,FR,2020-09-14,-11.0,1.0,,3.0,-14.0,0.0
94540,Switzerland,FR,2020-09-15,-7.0,2.0,,5.0,-13.0,0.0
94541,Switzerland,FR,2020-09-16,-14.0,-2.0,,1.0,-13.0,0.0
94542,Switzerland,FR,2020-09-17,-14.0,0.0,,0.0,-14.0,0.0
94543,Switzerland,FR,2020-09-18,-12.0,1.0,122.0,-1.0,-10.0,0.0
94544,Switzerland,FR,2020-09-19,-16.0,-4.0,95.0,-1.0,-6.0,0.0
94545,Switzerland,FR,2020-09-20,-6.0,,59.0,-1.0,-2.0,0.0
94546,Switzerland,FR,2020-09-21,4.0,17.0,,1.0,-25.0,5.0
94547,Switzerland,FR,2020-09-22,-10.0,3.0,,1.0,-12.0,1.0
94548,Switzerland,FR,2020-09-23,-14.0,2.0,68.0,-1.0,-10.0,2.0
94549,Switzerland,FR,2020-09-24,-18.0,-2.0,42.0,-5.0,-12.0,3.0
94550,Switzerland,FR,2020-09-25,-13.0,6.0,16.0,-5.0,-9.0,4.0
94551,Switzerland,FR,2020-09-26,-15.0,3.0,0.0,-9.0,-1.0,3.0
94552,Switzerland,FR,2020-09-27,-21.0,,-28.0,-15.0,-2.0,4.0
94553,Switzerland,FR,2020-09-28,-13.0,1.0,,-6.0,-9.0,3.0
94554,Switzerland,FR,2020-09-29,-8.0,5.0,,1.0,-10.0,2.0
94555,Switzerland,FR,2020-09-30,-10.0,4.0,81.0,0.0,-11.0,1.0
94556,Switzerland,FR,2020-10-01,-13.0,4.0,28.0,0.0,-10.0,2.0
94557,Switzerland,FR,2020-10-02,-12.0,6.0,34.0,-3.0,-5.0,3.0
94558,Switzerland,FR,2020-10-03,-12.0,3.0,22.0,-3.0,-1.0,2.0
94559,Switzerland,FR,2020-10-04,-14.0,,13.0,-4.0,-4.0,3.0
94560,Switzerland,FR,2020-10-05,-13.0,2.0,,-3.0,-10.0,3.0
94561,Switzerland,FR,2020-10-06,-9.0,5.0,39.0,-1.0,-9.0,3.0
94562,Switzerland,FR,2020-10-07,-13.0,2.0,37.0,-4.0,-9.0,2.0
94563,Switzerland,FR,2020-10-08,-11.0,0.0,,0.0,-10.0,2.0
94564,Switzerland,FR,2020-10-09,-13.0,2.0,85.0,-2.0,-6.0,2.0
94565,Switzerland,FR,2020-10-10,-17.0,3.0,16.0,-11.0,-1.0,4.0
94566,Switzerland,FR,2020-10-11,-18.0,,16.0,-10.0,-3.0,3.0
94567,Switzerland,FR,2020-10-12,-15.0,0.0,,-7.0,-10.0,4.0
94568,Switzerland,FR,2020-10-13,-9.0,3.0,,-4.0,-11.0,3.0
94569,Switzerland,FR,2020-10-14,-13.0,3.0,52.0,-8.0,-10.0,4.0
94570,Switzerland,FR,2020-10-15,-15.0,2.0,21.0,-11.0,-11.0,5.0
94571,Switzerland,FR,2020-10-16,-15.0,2.0,26.0,-10.0,-9.0,6.0
94572,Switzerland,FR,2020-10-17,-20.0,-2.0,32.0,-13.0,-4.0,4.0
94573,Switzerland,FR,2020-10-18,-20.0,,16.0,-14.0,-10.0,3.0
94574,Switzerland,FR,2020-10-19,-16.0,-4.0,,-19.0,-27.0,7.0
94575,Switzerland,FR,2020-10-20,-12.0,-2.0,,-19.0,-28.0,6.0
94576,Switzerland,FR,2020-10-21,-19.0,-3.0,71.0,-24.0,-27.0,7.0
94577,Switzerland,FR,2020-10-22,-19.0,-1.0,33.0,-26.0,-29.0,8.0
94578,Switzerland,FR,2020-10-23,-27.0,-2.0,-16.0,-33.0,-26.0,12.0
94579,Switzerland,FR,2020-10-24,-25.0,-1.0,36.0,-21.0,-7.0,7.0
94580,Switzerland,FR,2020-10-25,-12.0,,59.0,-12.0,-9.0,3.0
94581,Switzerland,FR,2020-10-26,-20.0,-3.0,9.0,-31.0,-28.0,10.0
94582,Switzerland,FR,2020-10-27,-15.0,1.0,,-24.0,-28.0,9.0
94583,Switzerland,FR,2020-10-28,-22.0,-3.0,20.0,-30.0,-27.0,10.0
94584,Switzerland,FR,2020-10-29,-22.0,0.0,11.0,-29.0,-29.0,11.0
94585,Switzerland,FR,2020-10-30,-24.0,-1.0,60.0,-28.0,-26.0,11.0
94586,Switzerland,FR,2020-10-31,-27.0,1.0,54.0,-23.0,-8.0,8.0
94587,Switzerland,FR,2020-11-01,-30.0,,13.0,-24.0,-14.0,7.0
94588,Switzerland,FR,2020-11-02,-23.0,-4.0,,-19.0,-16.0,8.0
94589,Switzerland,FR,2020-11-03,-19.0,1.0,18.0,-22.0,-17.0,9.0
94590,Switzerland,FR,2020-11-04,-24.0,-2.0,1.0,-28.0,-17.0,10.0
94591,Switzerland,FR,2020-11-05,-44.0,1.0,8.0,-26.0,-21.0,12.0
94592,Switzerland,FR,2020-11-06,-44.0,1.0,18.0,-27.0,-18.0,14.0
94593,Switzerland,FR,2020-11-07,-45.0,0.0,15.0,-34.0,-19.0,12.0
94594,Switzerland,FR,2020-11-08,-57.0,,30.0,-30.0,-26.0,9.0
94595,Switzerland,FR,2020-11-09,-40.0,-5.0,,-23.0,-20.0,10.0
94596,Switzerland,FR,2020-11-10,-38.0,1.0,45.0,-22.0,-20.0,10.0
94597,Switzerland,FR,2020-11-11,-41.0,0.0,17.0,-25.0,-19.0,11.0
94598,Switzerland,FR,2020-11-12,-42.0,0.0,34.0,-24.0,-20.0,11.0
94599,Switzerland,FR,2020-11-13,-42.0,5.0,30.0,-24.0,-17.0,13.0
94600,Switzerland,FR,2020-11-14,-43.0,4.0,41.0,-28.0,-19.0,10.0
94601,Switzerland,FR,2020-11-15,-54.0,,39.0,-26.0,-25.0,7.0
94602,Switzerland,FR,2020-11-16,-39.0,-2.0,18.0,-25.0,-17.0,10.0
94603,Switzerland,FR,2020-11-17,-36.0,1.0,48.0,-20.0,-17.0,10.0
94604,Switzerland,FR,2020-11-18,-42.0,0.0,37.0,-22.0,-17.0,9.0
94605,Switzerland,FR,2020-11-19,-42.0,0.0,-6.0,-26.0,-17.0,11.0
94606,Switzerland,FR,2020-11-20,-42.0,5.0,-9.0,-27.0,-14.0,13.0
94607,Switzerland,FR,2020-11-21,-42.0,3.0,8.0,-29.0,-18.0,11.0
94608,Switzerland,FR,2020-11-22,-56.0,,16.0,-28.0,-26.0,7.0
94609,Switzerland,FR,2020-11-23,-37.0,-4.0,28.0,-24.0,-15.0,9.0
94610,Switzerland,FR,2020-11-24,-35.0,-1.0,22.0,-22.0,-15.0,9.0
94611,Switzerland,FR,2020-11-25,-35.0,5.0,7.0,-24.0,-15.0,9.0
94612,Switzerland,FR,2020-11-26,-33.0,8.0,7.0,-23.0,-15.0,9.0
94613,Switzerland,FR,2020-11-27,-32.0,14.0,1.0,-23.0,-12.0,10.0
94614,Switzerland,FR,2020-11-28,-38.0,9.0,-12.0,-32.0,-13.0,9.0
94615,Switzerland,FR,2020-11-29,-62.0,,-28.0,-40.0,-25.0,8.0
94616,Switzerland,FR,2020-11-30,-32.0,3.0,13.0,-24.0,-14.0,9.0
94617,Switzerland,FR,2020-12-01,-33.0,6.0,2.0,-19.0,-15.0,9.0
94618,Switzerland,FR,2020-12-02,-36.0,6.0,-11.0,-24.0,-14.0,9.0
94619,Switzerland,FR,2020-12-03,-35.0,9.0,7.0,-20.0,-14.0,9.0
94620,Switzerland,FR,2020-12-04,-39.0,9.0,-17.0,-24.0,-11.0,12.0
94621,Switzerland,FR,2020-12-05,-38.0,11.0,-19.0,-30.0,-14.0,10.0
94622,Switzerland,FR,2020-12-06,-62.0,,-18.0,-37.0,-24.0,9.0
94623,Switzerland,FR,2020-12-07,-24.0,14.0,19.0,-23.0,-23.0,9.0
94624,Switzerland,FR,2020-12-08,-73.0,-63.0,33.0,-48.0,-60.0,21.0
94625,Switzerland,FR,2020-12-09,-33.0,15.0,-8.0,-21.0,-11.0,8.0
94626,Switzerland,FR,2020-12-10,-19.0,7.0,6.0,-18.0,-10.0,7.0
94627,Switzerland,FR,2020-12-11,-21.0,6.0,-14.0,-22.0,-7.0,9.0
94628,Switzerland,FR,2020-12-12,-23.0,7.0,-36.0,-31.0,-3.0,10.0
94629,Switzerland,FR,2020-12-13,-37.0,,-4.0,-32.0,-18.0,7.0
94630,Switzerland,FR,2020-12-14,-18.0,5.0,25.0,-21.0,-11.0,7.0
94631,Switzerland,FR,2020-12-15,-15.0,6.0,-1.0,-20.0,-11.0,7.0
94632,Switzerland,FR,2020-12-16,-16.0,7.0,-2.0,-22.0,-10.0,7.0
94633,Switzerland,FR,2020-12-17,-12.0,13.0,4.0,-19.0,-10.0,7.0
94634,Switzerland,FR,2020-12-18,-12.0,12.0,-1.0,-20.0,-6.0,7.0
94635,Switzerland,FR,2020-12-19,-21.0,8.0,-10.0,-25.0,-4.0,6.0
94636,Switzerland,FR,2020-12-20,-39.0,,-17.0,-34.0,-14.0,7.0
94637,Switzerland,FR,2020-12-21,4.0,21.0,12.0,-35.0,-38.0,12.0
94638,Switzerland,FR,2020-12-22,6.0,30.0,33.0,-34.0,-39.0,11.0
94639,Switzerland,FR,2020-12-23,0.0,43.0,13.0,-35.0,-42.0,11.0
94640,Switzerland,FR,2020-12-24,-27.0,21.0,-19.0,-48.0,-61.0,17.0
94641,Switzerland,FR,2020-12-25,-85.0,-89.0,0.0,-65.0,-86.0,28.0
94642,Switzerland,FR,2020-12-26,-43.0,-31.0,13.0,-38.0,-28.0,9.0
94643,Switzerland,FR,2020-12-27,-60.0,2.0,-8.0,-38.0,-24.0,7.0
94644,Switzerland,FR,2020-12-28,-27.0,12.0,19.0,-48.0,-62.0,20.0
94645,Switzerland,FR,2020-12-29,-26.0,18.0,44.0,-42.0,-61.0,19.0
94646,Switzerland,FR,2020-12-30,-28.0,35.0,51.0,-42.0,-60.0,17.0
94647,Switzerland,FR,2020-12-31,-42.0,25.0,40.0,-46.0,-66.0,16.0
94648,Switzerland,FR,2021-01-01,-86.0,-88.0,32.0,-65.0,-86.0,30.0
94649,Switzerland,FR,2021-01-02,-51.0,-12.0,11.0,-42.0,-35.0,14.0
94650,Switzerland,FR,2021-01-03,-59.0,5.0,-8.0,-39.0,-20.0,8.0
94651,Switzerland,FR,2021-01-04,-33.0,8.0,7.0,-31.0,-24.0,12.0
94652,Switzerland,FR,2021-01-05,-32.0,8.0,13.0,-28.0,-24.0,12.0
94653,Switzerland,FR,2021-01-06,-36.0,5.0,13.0,-28.0,-22.0,12.0
94654,Switzerland,FR,2021-01-07,-39.0,2.0,34.0,-27.0,-22.0,12.0
94655,Switzerland,FR,2021-01-08,-40.0,4.0,19.0,-28.0,-19.0,13.0
94656,Switzerland,FR,2021-01-09,-45.0,0.0,-3.0,-33.0,-18.0,11.0
94657,Switzerland,FR,2021-01-10,-55.0,-64.0,0.0,-36.0,-24.0,7.0
94658,Switzerland,FR,2021-01-11,-35.0,5.0,22.0,-24.0,-14.0,9.0
94659,Switzerland,FR,2021-01-12,-38.0,-2.0,-7.0,-25.0,-16.0,10.0
94660,Switzerland,FR,2021-01-13,-41.0,-2.0,-18.0,-27.0,-16.0,10.0
94661,Switzerland,FR,2021-01-14,-38.0,-1.0,-32.0,-30.0,-17.0,10.0
94662,Switzerland,FR,2021-01-15,-41.0,-2.0,-28.0,-31.0,-15.0,11.0
94663,Switzerland,FR,2021-01-16,-44.0,-2.0,-11.0,-35.0,-16.0,9.0
94664,Switzerland,FR,2021-01-17,-66.0,-53.0,-37.0,-47.0,-25.0,8.0
94665,Switzerland,FR,2021-01-18,-51.0,-10.0,,-27.0,-20.0,10.0
94666,Switzerland,FR,2021-01-19,-49.0,-7.0,38.0,-26.0,-22.0,10.0
94667,Switzerland,FR,2021-01-20,-52.0,-9.0,18.0,-28.0,-20.0,10.0
94668,Switzerland,FR,2021-01-21,-52.0,-6.0,-6.0,-30.0,-21.0,12.0
94669,Switzerland,FR,2021-01-22,-53.0,-4.0,-10.0,-30.0,-17.0,13.0
94670,Switzerland,FR,2021-01-23,-57.0,-3.0,-12.0,-37.0,-21.0,12.0
94671,Switzerland,FR,2021-01-24,-55.0,-14.0,29.0,-27.0,-21.0,6.0
94672,Switzerland,FR,2021-01-25,-50.0,-11.0,-6.0,-29.0,-21.0,11.0
94673,Switzerland,FR,2021-01-26,-45.0,-2.0,36.0,-25.0,-21.0,10.0
94674,Switzerland,FR,2021-01-27,-51.0,-6.0,-15.0,-29.0,-20.0,11.0
94675,Switzerland,FR,2021-01-28,-51.0,-4.0,-24.0,-32.0,-21.0,12.0
94676,Switzerland,FR,2021-01-29,-51.0,0.0,-29.0,-32.0,-18.0,14.0
94677,Switzerland,FR,2021-01-30,-56.0,2.0,-41.0,-42.0,-20.0,13.0
94678,Switzerland,FR,2021-01-31,-60.0,-3.0,-9.0,-34.0,-21.0,8.0
94679,Switzerland,FR,2021-02-01,-48.0,-9.0,-6.0,-28.0,-19.0,11.0
94680,Switzerland,FR,2021-02-02,-47.0,-1.0,11.0,-27.0,-20.0,11.0
94681,Switzerland,FR,2021-02-03,-51.0,-7.0,-13.0,-32.0,-20.0,11.0
94682,Switzerland,FR,2021-02-04,-49.0,0.0,17.0,-27.0,-20.0,11.0
94683,Switzerland,FR,2021-02-05,-47.0,4.0,15.0,-25.0,-16.0,12.0
94684,Switzerland,FR,2021-02-06,-52.0,2.0,8.0,-32.0,-21.0,11.0
94685,Switzerland,FR,2021-02-07,-65.0,-2.0,-45.0,-44.0,-21.0,10.0
94686,Switzerland,FR,2021-02-08,-45.0,-7.0,34.0,-26.0,-20.0,10.0
94687,Switzerland,FR,2021-02-09,-44.0,-1.0,23.0,-24.0,-20.0,11.0
94688,Switzerland,FR,2021-02-10,-49.0,-1.0,-11.0,-27.0,-19.0,11.0
94689,Switzerland,FR,2021-02-11,-49.0,0.0,-7.0,-28.0,-19.0,12.0
94690,Switzerland,FR,2021-02-12,-50.0,3.0,-14.0,-30.0,-17.0,13.0
94691,Switzerland,FR,2021-02-13,-54.0,5.0,-21.0,-40.0,-21.0,11.0
94692,Switzerland,FR,2021-02-14,-52.0,,12.0,-31.0,-20.0,6.0
94693,Switzerland,FR,2021-02-15,-48.0,-9.0,,-39.0,-33.0,12.0
94694,Switzerland,FR,2021-02-16,-44.0,-2.0,,-32.0,-33.0,11.0
94695,Switzerland,FR,2021-02-17,-48.0,-3.0,47.0,-32.0,-31.0,10.0
94696,Switzerland,FR,2021-02-18,-49.0,-1.0,24.0,-35.0,-33.0,12.0
94697,Switzerland,FR,2021-02-19,-48.0,4.0,47.0,-33.0,-31.0,13.0
94698,Switzerland,FR,2021-02-20,-50.0,4.0,57.0,-19.0,-19.0,7.0
94699,Switzerland,FR,2021-02-21,-44.0,,77.0,-6.0,-18.0,4.0
94700,Switzerland,FR,2021-02-22,-42.0,1.0,,-24.0,-18.0,10.0
94701,Switzerland,FR,2021-02-23,-40.0,4.0,,-20.0,-18.0,9.0
94702,Switzerland,FR,2021-02-24,-44.0,5.0,54.0,-21.0,-18.0,9.0
94703,Switzerland,FR,2021-02-25,-40.0,11.0,63.0,-16.0,-18.0,9.0
94704,Switzerland,FR,2021-02-26,-42.0,15.0,41.0,-18.0,-14.0,10.0
94705,Switzerland,FR,2021-02-27,-48.0,12.0,-10.0,-32.0,-18.0,11.0
94706,Switzerland,FR,2021-02-28,-50.0,,24.0,-17.0,-16.0,5.0
94707,Switzerland,FR,2021-03-01,-23.0,11.0,,-15.0,-16.0,7.0
94708,Switzerland,FR,2021-03-02,-25.0,13.0,,-14.0,-16.0,7.0
94709,Switzerland,FR,2021-03-03,-32.0,13.0,29.0,-19.0,-16.0,8.0
94710,Switzerland,FR,2021-03-04,-32.0,15.0,30.0,-17.0,-16.0,8.0
94711,Switzerland,FR,2021-03-05,-35.0,17.0,4.0,-20.0,-13.0,10.0
94712,Switzerland,FR,2021-03-06,-35.0,14.0,8.0,-24.0,-12.0,8.0
94713,Switzerland,FR,2021-03-07,-50.0,,11.0,-22.0,-12.0,6.0
94714,Switzerland,FR,2021-03-08,-30.0,9.0,,-19.0,-16.0,8.0
94715,Switzerland,FR,2021-03-09,-29.0,10.0,,-16.0,-17.0,8.0
94716,Switzerland,FR,2021-03-10,-33.0,13.0,53.0,-14.0,-15.0,7.0
94717,Switzerland,FR,2021-03-11,-37.0,11.0,0.0,-23.0,-16.0,10.0
94718,Switzerland,FR,2021-03-12,-35.0,15.0,24.0,-19.0,-13.0,11.0
94719,Switzerland,FR,2021-03-13,-39.0,13.0,-23.0,-31.0,-11.0,10.0
94720,Switzerland,FR,2021-03-14,-60.0,,-44.0,-40.0,-17.0,9.0
94721,Switzerland,FR,2021-03-15,-37.0,4.0,2.0,-24.0,-15.0,10.0
94722,Switzerland,FR,2021-03-16,-32.0,11.0,23.0,-20.0,-16.0,9.0
94723,Switzerland,FR,2021-03-17,-37.0,8.0,-3.0,-26.0,-18.0,10.0
94724,Switzerland,FR,2021-03-18,-35.0,12.0,12.0,-20.0,-16.0,9.0
94725,Switzerland,FR,2021-03-19,-35.0,16.0,27.0,-19.0,-11.0,10.0
94726,Switzerland,FR,2021-03-20,-39.0,12.0,13.0,-25.0,-11.0,9.0
94727,Switzerland,FR,2021-03-21,-50.0,,23.0,-19.0,-13.0,5.0
94728,Switzerland,FR,2021-03-22,-33.0,7.0,,-21.0,-14.0,9.0
94729,Switzerland,FR,2021-03-23,-29.0,10.0,,-13.0,-14.0,7.0
94730,Switzerland,GE,2020-02-15,-8.0,-5.0,38.0,-6.0,-7.0,-2.0
94731,Switzerland,GE,2020-02-16,10.0,29.0,60.0,2.0,-3.0,-1.0
94732,Switzerland,GE,2020-02-17,-6.0,-6.0,6.0,4.0,-1.0,1.0
94733,Switzerland,GE,2020-02-18,1.0,1.0,62.0,3.0,1.0,0.0
94734,Switzerland,GE,2020-02-19,-5.0,-3.0,6.0,-2.0,1.0,1.0
94735,Switzerland,GE,2020-02-20,-1.0,2.0,43.0,0.0,1.0,0.0
94736,Switzerland,GE,2020-02-21,-1.0,1.0,21.0,1.0,1.0,0.0
94737,Switzerland,GE,2020-02-22,-1.0,2.0,66.0,-1.0,0.0,-1.0
94738,Switzerland,GE,2020-02-23,18.0,42.0,129.0,9.0,0.0,-2.0
94739,Switzerland,GE,2020-02-24,-1.0,2.0,51.0,8.0,1.0,-1.0
94740,Switzerland,GE,2020-02-25,-2.0,2.0,13.0,5.0,2.0,1.0
94741,Switzerland,GE,2020-02-26,-5.0,-2.0,-18.0,1.0,1.0,1.0
94742,Switzerland,GE,2020-02-27,-8.0,0.0,-23.0,0.0,1.0,2.0
94743,Switzerland,GE,2020-02-28,1.0,10.0,23.0,4.0,1.0,0.0
94744,Switzerland,GE,2020-02-29,-6.0,6.0,-19.0,-5.0,-4.0,2.0
94745,Switzerland,GE,2020-03-01,2.0,29.0,29.0,-1.0,-3.0,1.0
94746,Switzerland,GE,2020-03-02,-14.0,-6.0,-37.0,-4.0,-1.0,2.0
94747,Switzerland,GE,2020-03-03,-4.0,5.0,22.0,-2.0,1.0,1.0
94748,Switzerland,GE,2020-03-04,-3.0,4.0,5.0,-3.0,0.0,1.0
94749,Switzerland,GE,2020-03-05,-14.0,-7.0,-33.0,-9.0,-1.0,3.0
94750,Switzerland,GE,2020-03-06,-4.0,6.0,3.0,-6.0,-1.0,2.0
94751,Switzerland,GE,2020-03-07,-3.0,4.0,24.0,-2.0,-2.0,1.0
94752,Switzerland,GE,2020-03-08,8.0,43.0,96.0,-1.0,-1.0,0.0
94753,Switzerland,GE,2020-03-09,-9.0,0.0,-8.0,-6.0,-1.0,2.0
94754,Switzerland,GE,2020-03-10,-12.0,-1.0,-17.0,-8.0,-1.0,3.0
94755,Switzerland,GE,2020-03-11,-9.0,7.0,12.0,-9.0,-1.0,2.0
94756,Switzerland,GE,2020-03-12,-14.0,12.0,-4.0,-16.0,-4.0,4.0
94757,Switzerland,GE,2020-03-13,-16.0,30.0,-3.0,-21.0,-7.0,5.0
94758,Switzerland,GE,2020-03-14,-28.0,20.0,32.0,-23.0,-11.0,7.0
94759,Switzerland,GE,2020-03-15,-29.0,34.0,83.0,-29.0,-15.0,6.0
94760,Switzerland,GE,2020-03-16,-27.0,29.0,-4.0,-36.0,-36.0,15.0
94761,Switzerland,GE,2020-03-17,-65.0,4.0,14.0,-50.0,-54.0,23.0
94762,Switzerland,GE,2020-03-18,-71.0,-9.0,-5.0,-60.0,-58.0,25.0
94763,Switzerland,GE,2020-03-19,-72.0,-12.0,-12.0,-68.0,-62.0,28.0
94764,Switzerland,GE,2020-03-20,-74.0,-11.0,-28.0,-73.0,-65.0,32.0
94765,Switzerland,GE,2020-03-21,-80.0,-27.0,-22.0,-76.0,-55.0,22.0
94766,Switzerland,GE,2020-03-22,-84.0,-59.0,-56.0,-82.0,-53.0,
94767,Switzerland,GE,2020-03-23,-77.0,-30.0,-54.0,-79.0,-71.0,31.0
94768,Switzerland,GE,2020-03-24,-79.0,-31.0,-36.0,-79.0,-72.0,32.0
94769,Switzerland,GE,2020-03-25,-80.0,-30.0,-49.0,-79.0,-71.0,31.0
94770,Switzerland,GE,2020-03-26,-79.0,-30.0,-47.0,-81.0,-72.0,34.0
94771,Switzerland,GE,2020-03-27,-78.0,-24.0,-42.0,-80.0,-71.0,35.0
94772,Switzerland,GE,2020-03-28,-79.0,-27.0,-11.0,-78.0,-55.0,21.0
94773,Switzerland,GE,2020-03-29,-82.0,-60.0,-40.0,-84.0,-54.0,
94774,Switzerland,GE,2020-03-30,-80.0,-35.0,-68.0,-82.0,-72.0,32.0
94775,Switzerland,GE,2020-03-31,-90.0,-10.0,-26.0,-77.0,-72.0,32.0
94776,Switzerland,GE,2020-04-01,-90.0,-12.0,-25.0,-76.0,-70.0,30.0
94777,Switzerland,GE,2020-04-02,-90.0,-12.0,-19.0,-77.0,-71.0,33.0
94778,Switzerland,GE,2020-04-03,-85.0,-12.0,-15.0,-77.0,-69.0,34.0
94779,Switzerland,GE,2020-04-04,-86.0,-15.0,1.0,-77.0,-52.0,21.0
94780,Switzerland,GE,2020-04-05,-79.0,-35.0,41.0,-77.0,-46.0,
94781,Switzerland,GE,2020-04-06,-83.0,-16.0,-6.0,-75.0,-69.0,29.0
94782,Switzerland,GE,2020-04-07,-79.0,-18.0,17.0,-74.0,-70.0,30.0
94783,Switzerland,GE,2020-04-08,-80.0,-15.0,-1.0,-75.0,-68.0,28.0
94784,Switzerland,GE,2020-04-09,-78.0,-2.0,-1.0,-74.0,-69.0,29.0
94785,Switzerland,GE,2020-04-10,-90.0,-79.0,10.0,-81.0,-86.0,37.0
94786,Switzerland,GE,2020-04-11,-80.0,-8.0,12.0,-74.0,-49.0,19.0
94787,Switzerland,GE,2020-04-12,-79.0,,25.0,-77.0,-42.0,15.0
94788,Switzerland,GE,2020-04-13,-90.0,-86.0,5.0,-81.0,-87.0,34.0
94789,Switzerland,GE,2020-04-14,-80.0,-20.0,-17.0,-73.0,-68.0,29.0
94790,Switzerland,GE,2020-04-15,-81.0,-26.0,-2.0,-73.0,-66.0,27.0
94791,Switzerland,GE,2020-04-16,-79.0,-29.0,3.0,-74.0,-67.0,30.0
94792,Switzerland,GE,2020-04-17,-79.0,-26.0,3.0,-74.0,-66.0,31.0
94793,Switzerland,GE,2020-04-18,-80.0,-30.0,20.0,-74.0,-44.0,19.0
94794,Switzerland,GE,2020-04-19,-77.0,,17.0,-77.0,-39.0,15.0
94795,Switzerland,GE,2020-04-20,-77.0,-34.0,-2.0,-73.0,-64.0,27.0
94796,Switzerland,GE,2020-04-21,-78.0,-30.0,-9.0,-71.0,-65.0,29.0
94797,Switzerland,GE,2020-04-22,-77.0,-29.0,24.0,-69.0,-63.0,26.0
94798,Switzerland,GE,2020-04-23,-77.0,-28.0,19.0,-71.0,-64.0,28.0
94799,Switzerland,GE,2020-04-24,-76.0,-22.0,8.0,-71.0,-62.0,29.0
94800,Switzerland,GE,2020-04-25,-78.0,-23.0,14.0,-72.0,-42.0,18.0
94801,Switzerland,GE,2020-04-26,-75.0,,21.0,-75.0,-37.0,15.0
94802,Switzerland,GE,2020-04-27,-69.0,-22.0,-5.0,-65.0,-58.0,24.0
94803,Switzerland,GE,2020-04-28,-73.0,-24.0,-39.0,-68.0,-59.0,25.0
94804,Switzerland,GE,2020-04-29,-72.0,-19.0,-2.0,-64.0,-56.0,23.0
94805,Switzerland,GE,2020-04-30,-74.0,-27.0,-61.0,-71.0,-59.0,28.0
94806,Switzerland,GE,2020-05-01,-75.0,-24.0,-55.0,-74.0,-68.0,32.0
